Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2014-03-12,005380,238500,239000,234000,235500,235500,496623
2014-03-13,005380,234500,235500,228500,229000,229000,722434
2014-03-14,005380,225000,229500,225000,229000,229000,484550
2014-03-17,005380,229000,234000,229000,234000,234000,334656
2014-03-18,005380,235000,235500,231500,235000,235000,299901
2014-03-19,005380,236000,236000,231000,231000,231000,278237
2014-03-20,005380,231000,231000,227000,229500,229500,301673
2014-03-21,005380,231500,236000,230500,234500,234500,363353
2014-03-24,005380,235500,236500,232500,235500,235500,266484
2014-03-25,005380,235500,237500,232000,232500,232500,307508
2014-03-26,005380,235500,243500,234500,243000,243000,746044
2014-03-27,005380,243000,246500,241500,246000,246000,504730
2014-03-28,005380,244000,249000,243500,248000,248000,498126
2014-03-31,005380,254000,254000,248000,251000,251000,527443
2014-04-01,005380,249000,252000,246500,251500,251500,474347
2014-04-02,005380,253500,253500,248500,250000,250000,404580
2014-04-03,005380,251500,252000,244500,245500,245500,485309
2014-04-04,005380,247000,250500,246000,247500,247500,528636
2014-04-07,005380,245500,248000,243500,246500,246500,256626
2014-04-08,005380,244000,249500,243000,248500,248500,419165
2014-04-09,005380,248500,250000,240500,243500,243500,652217
2014-04-10,005380,244000,244500,237000,242500,242500,567327
2014-04-11,005380,240000,243500,239500,242000,242000,375135
2014-04-14,005380,241000,243000,239500,241500,241500,279338
2014-04-15,005380,245000,245500,237500,238000,238000,423734
2014-04-16,005380,238000,243000,238000,242000,242000,308142
2014-04-17,005380,243000,243500,239500,240000,240000,200432
2014-04-18,005380,242500,245000,241000,245000,245000,197380
2014-04-21,005380,244500,245500,242000,244000,244000,164134
2014-04-22,005380,244000,245000,241500,245000,245000,185214
2014-04-23,005380,246000,246000,242500,245000,245000,283031
2014-04-24,005380,245000,245500,238500,242000,242000,393086
2014-04-25,005380,239500,240000,233500,236000,236000,628399
2014-04-28,005380,234500,237000,233500,233500,233500,385835
2014-04-29,005380,234500,235500,233500,234000,234000,190077
2014-04-30,005380,233500,235000,228500,230000,230000,475635
2014-05-02,005380,229500,230500,224000,225000,225000,739558
2014-05-07,005380,226000,226500,220500,223000,223000,967678
2014-05-08,005380,224500,228500,222000,228500,228500,756939
2014-05-09,005380,228500,233000,228500,231500,231500,487858
2014-05-12,005380,231000,231500,226500,229500,229500,332735
2014-05-13,005380,230000,233500,230000,231500,231500,277308
2014-05-14,005380,233000,237500,230500,237500,237500,482961
2014-05-15,005380,237500,239500,235000,239500,239500,447964
2014-05-16,005380,238000,238500,232500,234500,234500,430751
2014-05-19,005380,234000,234000,230500,233500,233500,463215
2014-05-20,005380,231000,232500,228500,230000,230000,469488
2014-05-21,005380,229000,231500,228000,230500,230500,351589
2014-05-22,005380,232500,234500,230500,233000,233000,355821
2014-05-23,005380,233500,236000,232500,233000,233000,280951
2014-05-26,005380,234000,235500,233000,235000,235000,181362
2014-05-27,005380,233500,234500,229000,229000,229000,261692
2014-05-28,005380,228000,232000,228000,230000,230000,419525
2014-05-29,005380,232000,232500,229000,230000,230000,267730
2014-05-30,005380,229500,231500,224500,224500,224500,656833
2014-06-02,005380,225000,227500,224500,226500,226500,284325
2014-06-03,005380,226500,228000,223000,227000,227000,368432
2014-06-05,005380,225000,226000,222000,225000,225000,478380
2014-06-09,005380,225500,227000,223500,224000,224000,529733
2014-06-10,005380,225500,225500,223000,223000,223000,389436
2014-06-11,005380,225000,225000,223000,224000,224000,431378
2014-06-12,005380,224000,226500,223500,225000,225000,497827
2014-06-13,005380,226000,226000,222500,224000,224000,271092
2014-06-16,005380,225000,225000,222500,225000,225000,251955
2014-06-17,005380,225500,230500,225000,229500,229500,428285
2014-06-18,005380,229000,229500,224000,226000,226000,323232
2014-06-19,005380,226500,227000,221500,223500,223500,467097
2014-06-20,005380,223000,223500,217500,218000,218000,674455
2014-06-23,005380,218000,220500,218000,219500,219500,295059
2014-06-24,005380,219000,226000,218000,224500,224500,529462
2014-06-25,005380,225500,228500,224000,228500,228500,464090
2014-06-26,005380,229500,229500,227000,229500,229500,319268
2014-06-27,005380,228000,232500,227000,230000,230000,455585
2014-06-30,005380,229500,231000,226500,229500,229500,550203
2014-07-01,005380,229500,230000,226500,229000,229000,324800
2014-07-02,005380,230000,231000,227000,230500,230500,389013
2014-07-03,005380,229500,230500,226000,228000,228000,475659
2014-07-04,005380,228000,229500,226500,228000,228000,385434
2014-07-07,005380,228500,228500,224000,225500,225500,376346
2014-07-08,005380,226000,227000,224000,225500,225500,378656
2014-07-09,005380,224000,225000,222500,224000,224000,327572
2014-07-10,005380,224000,229000,224000,228500,228500,374869
2014-07-11,005380,226500,228000,222000,224000,224000,483044
2014-07-14,005380,225500,225500,222500,223000,223000,338023
2014-07-15,005380,224500,230500,224000,230000,230000,619122
2014-07-16,005380,232500,235000,231000,235000,235000,741561
2014-07-17,005380,236500,236500,233500,234000,234000,377852
2014-07-18,005380,233000,235500,231500,232500,232500,262678
2014-07-21,005380,232000,233500,226000,227500,227500,378429
2014-07-22,005380,229000,231500,227000,229000,229000,251881
2014-07-23,005380,228500,229000,224000,225500,225500,522243
2014-07-24,005380,226000,229000,223500,229000,229000,513030
2014-07-25,005380,229000,229000,226000,227500,227500,436864
2014-07-28,005380,227000,229500,225500,227000,227000,406597
2014-07-29,005380,228500,237500,227500,237500,237500,851599
2014-07-30,005380,240000,245000,239000,244500,244500,1173392
2014-07-31,005380,244000,247000,241000,245500,245500,896422
2014-08-01,005380,244000,245000,240000,243500,243500,646744
2014-08-04,005380,244500,245000,236000,237500,237500,604581
2014-08-05,005380,239000,239000,234000,236000,236000,339051
2014-08-06,005380,236500,238000,231000,233000,233000,404136
2014-08-07,005380,233500,236500,231000,232000,232000,388268
2014-08-08,005380,229000,231000,227500,228500,228500,435228
2014-08-11,005380,231500,231500,230000,231000,231000,228457
2014-08-12,005380,231500,235000,231500,232000,232000,260152
2014-08-13,005380,231000,233500,228000,233500,233500,377665
2014-08-14,005380,232000,235500,229000,230000,230000,456745
2014-08-18,005380,230000,230500,224000,224000,224000,514051
2014-08-19,005380,225500,227000,222500,224500,224500,810409
2014-08-20,005380,226000,228000,224000,226000,226000,631677
2014-08-21,005380,225000,225500,223000,224000,224000,484864
2014-08-22,005380,225500,225500,223500,224500,224500,287028
2014-08-25,005380,223000,225000,222500,225000,225000,268543
2014-08-26,005380,227500,229500,226000,226000,226000,368380
2014-08-27,005380,225000,229500,225000,228000,228000,354688
2014-08-28,005380,230000,233000,228500,231000,231000,628777
2014-08-29,005380,228500,233000,228000,233000,233000,461481
2014-09-01,005380,233000,233000,230500,232000,232000,198000
2014-09-02,005380,229500,231000,225000,225500,225500,613996
2014-09-03,005380,223500,225000,221000,222000,222000,745094
2014-09-04,005380,225500,225500,220000,221500,221500,646772
2014-09-05,005380,222000,222000,216000,217500,217500,528360
2014-09-11,005380,213500,217000,212000,213500,213500,1206072
2014-09-12,005380,214000,220500,213500,220000,220000,453172
2014-09-15,005380,219000,221000,217500,219500,219500,248359
2014-09-16,005380,221000,222000,218500,218500,218500,240898
2014-09-17,005380,217500,219000,216000,218000,218000,376893
2014-09-18,005380,214500,216000,196000,198000,198000,3157275
2014-09-19,005380,196000,202000,194500,195000,195000,2243215
2014-09-22,005380,198000,199000,194500,195500,195500,823578
2014-09-23,005380,193000,194000,189500,191500,191500,1156796
2014-09-24,005380,189000,194500,189000,192000,192000,685905
2014-09-25,005380,192000,193000,188000,189500,189500,1234251
2014-09-26,005380,186000,188500,185500,187000,187000,708445
2014-09-29,005380,189000,191000,188500,189500,189500,766182
2014-09-30,005380,191500,194500,189500,190500,190500,753733
2014-10-01,005380,190000,191000,188000,188500,188500,550912
2014-10-02,005380,188500,189500,180000,180000,180000,1229479
2014-10-06,005380,180000,186000,180000,184500,184500,811614
2014-10-07,005380,187000,187000,179500,182000,182000,613882
2014-10-08,005380,176500,180500,176000,178000,178000,908851
2014-10-10,005380,176500,178000,174000,178000,178000,851504
2014-10-13,005380,175000,181000,175000,178500,178500,669464
2014-10-14,005380,178500,179000,174500,176000,176000,643060
2014-10-15,005380,177500,179500,174000,175000,175000,635810
2014-10-16,005380,172500,173000,165500,168000,168000,1313348
2014-10-17,005380,167000,169000,161000,162000,162000,1426803
2014-10-20,005380,167000,170000,165000,169000,169000,1011389
2014-10-21,005380,168000,169500,165500,167000,167000,676487
2014-10-22,005380,170000,170000,157500,161500,161500,1547454
2014-10-23,005380,161000,172500,160000,171000,171000,1628590
2014-10-24,005380,174000,176000,170000,172500,172500,1093533
2014-10-27,005380,174000,177000,173000,176000,176000,653719
2014-10-28,005380,177000,177500,171500,173500,173500,613889
2014-10-29,005380,175000,175000,170000,173500,173500,962784
2014-10-30,005380,173500,174000,171000,172000,172000,686081
2014-10-31,005380,174000,174500,168000,170000,170000,989444
2014-11-03,005380,168000,168500,159000,160000,160000,1478229
2014-11-04,005380,158000,159000,153000,155000,155000,1473463
2014-11-05,005380,154500,157500,149000,151000,151000,1519541
2014-11-06,005380,151000,158500,149500,158500,158500,1624934
2014-11-07,005380,159500,164000,157500,162000,162000,1140760
2014-11-10,005380,163500,169500,163000,166500,166500,1611241
2014-11-11,005380,167500,178500,164000,176000,176000,2201298
2014-11-12,005380,180000,181500,176000,176000,176000,976845
2014-11-13,005380,176000,181000,174500,178500,178500,517752
2014-11-14,005380,178000,179000,175000,177000,177000,500588
2014-11-17,005380,177500,179000,174500,177500,177500,406427
2014-11-18,005380,177000,179500,176000,177500,177500,407507
2014-11-19,005380,176500,177500,169500,171500,171500,987283
2014-11-20,005380,169000,169500,165500,167000,167000,1081005
2014-11-21,005380,166500,168000,165000,165000,165000,749777
2014-11-24,005380,168500,173000,168500,171500,171500,874483
2014-11-25,005380,172500,174000,169500,174000,174000,606749
2014-11-26,005380,174000,175500,172000,174500,174500,356869
2014-11-27,005380,174000,182000,171500,180500,180500,1033833
2014-11-28,005380,180000,181500,177500,179000,179000,496885
2014-12-01,005380,178000,184000,175000,182000,182000,657799
2014-12-02,005380,181000,181500,176000,176500,176500,382558
2014-12-03,005380,175500,182500,175500,177500,177500,569089
2014-12-04,005380,178500,186500,178000,185000,185000,883903
2014-12-05,005380,185000,189000,183500,188000,188000,621504
2014-12-08,005380,190000,191500,185000,185500,185500,703970
2014-12-09,005380,185000,186000,180000,181500,181500,559866
2014-12-10,005380,180000,183000,178000,180000,180000,442791
2014-12-11,005380,176500,181500,176500,178000,178000,659936
2014-12-12,005380,176000,179000,175000,178500,178500,539986
2014-12-15,005380,175500,177500,173000,174500,174500,711166
2014-12-16,005380,172500,177000,172000,174500,174500,506501
2014-12-17,005380,175500,176000,167000,169000,169000,955643
2014-12-18,005380,169500,170000,164000,167500,167500,950863
2014-12-19,005380,170000,172000,168500,170000,170000,627727
2014-12-22,005380,170500,173000,170000,171000,171000,470746
2014-12-23,005380,170500,172500,170000,171500,171500,373463
2014-12-24,005380,175500,178500,174500,175000,175000,712521
2014-12-26,005380,176000,177000,174000,174500,174500,454662
2014-12-29,005380,173000,173500,171000,171500,171500,281864
2014-12-30,005380,172500,173000,166500,169000,169000,697354
2015-01-02,005380,169000,170500,167000,169000,169000,458014
2015-01-05,005380,171000,171000,166000,168000,168000,454073
2015-01-06,005380,166500,167000,164000,164500,164500,635059
2015-01-07,005380,163000,171500,163000,170000,170000,511006
2015-01-08,005380,172500,178000,171000,178000,178000,902742
2015-01-09,005380,180000,182500,177500,180000,180000,717579
2015-01-12,005380,178000,179500,175500,177500,177500,684147
2015-01-13,005380,181500,181500,178000,179500,179500,713861
2015-01-14,005380,181000,182500,176500,177500,177500,392613
2015-01-15,005380,178000,178000,173500,174500,174500,378944
2015-01-16,005380,172000,174000,169000,171000,171000,584513
2015-01-19,005380,172500,173500,171000,172500,172500,317800
2015-01-20,005380,173000,174500,172000,173500,173500,230296
2015-01-21,005380,172500,176000,168500,171500,171500,487848
2015-01-22,005380,171500,174000,164500,168000,168000,934624
2015-01-23,005380,170500,171000,167000,168000,168000,808652
2015-01-26,005380,165500,166500,163500,164500,164500,1025813
2015-01-27,005380,166000,166000,161000,164000,164000,807357
2015-01-28,005380,164500,166000,163000,165500,165500,575233
2015-01-29,005380,165500,168500,164500,167000,167000,415472
2015-01-30,005380,168500,171000,167000,169500,169500,708694
2015-02-02,005380,170000,171000,168500,171000,171000,434084
2015-02-03,005380,169000,169500,165500,166000,166000,704421
2015-02-04,005380,166500,168000,165500,166500,166500,827022
2015-02-05,005380,166000,167500,165500,166000,166000,381546
2015-02-06,005380,166000,167000,161000,163500,163500,1051919
2015-02-09,005380,162000,162500,156000,157500,157500,865369
2015-02-10,005380,157000,160000,156000,156500,156500,543125
2015-02-11,005380,157500,158000,155000,157000,157000,590973
2015-02-12,005380,158000,158000,155000,155000,155000,545256
2015-02-13,005380,156000,160500,156000,158000,158000,565464
2015-02-16,005380,159000,160000,157500,158000,158000,305310
2015-02-17,005380,158000,163500,158000,162500,162500,616701
2015-02-23,005380,166000,167000,160500,162000,162000,661014
2015-02-24,005380,164000,164500,161500,162500,162500,450646
2015-02-25,005380,163500,164500,162500,164000,164000,502056
2015-02-26,005380,164500,164500,162000,163500,163500,472204
2015-02-27,005380,163000,164000,160000,160500,160500,668860
2015-03-02,005380,162000,162500,160000,161500,161500,478539
2015-03-03,005380,162500,168500,161500,166500,166500,735321
2015-03-04,005380,167500,169000,163000,163500,163500,635636
2015-03-05,005380,163000,169000,163000,167500,167500,481426
2015-03-06,005380,169000,173500,168000,173000,173000,930838
2015-03-09,005380,172500,173000,169000,169000,169000,616415
2015-03-10,005380,171000,173500,170000,173000,173000,657344
2015-03-11,005380,171000,178500,170000,176500,176500,1126499
2015-03-12,005380,177500,177500,172000,172000,172000,839816
2015-03-13,005380,173500,174500,170000,172000,172000,497175
2015-03-16,005380,172500,177000,172000,175500,175500,794357
2015-03-17,005380,178000,182000,177000,182000,182000,1193025
2015-03-18,005380,183000,186000,182000,182000,182000,868610
2015-03-19,005380,186000,187000,180500,184000,184000,772519
2015-03-20,005380,185000,185500,179000,181000,181000,798518
2015-03-23,005380,182000,182500,176500,179000,179000,650348
2015-03-24,005380,178500,178500,173000,175000,175000,868581
2015-03-25,005380,173500,174500,170000,170000,170000,894773
2015-03-26,005380,168500,172000,167500,169000,169000,630097
2015-03-27,005380,170000,171000,167000,167500,167500,556195
2015-03-30,005380,168500,170000,166500,167000,167000,400470
2015-03-31,005380,170000,172500,167500,168500,168500,545852
2015-04-01,005380,167500,168000,163000,164000,164000,687942
2015-04-02,005380,165500,168000,164000,164000,164000,499028
2015-04-03,005380,166500,167500,165500,166000,166000,406857
2015-04-06,005380,166500,166500,162000,162000,162000,567728
2015-04-07,005380,162500,164000,160500,161500,161500,493303
2015-04-08,005380,162500,163500,161000,161000,161000,582165
2015-04-09,005380,161000,164500,161000,161500,161500,552693
2015-04-10,005380,162500,168500,162500,167500,167500,897568
2015-04-13,005380,169000,169500,166500,167000,167000,874056
2015-04-14,005380,167500,171500,166000,171000,171000,855013
2015-04-15,005380,173500,173500,169500,170000,170000,582563
2015-04-16,005380,170500,171000,167000,169000,169000,642025
2015-04-17,005380,168000,171000,168000,170000,170000,582544
2015-04-20,005380,168000,174500,168000,174500,174500,953611
2015-04-21,005380,174000,175000,170000,171000,171000,753660
2015-04-22,005380,170000,172000,169000,170000,170000,828845
2015-04-23,005380,172000,176500,170000,175500,175500,1216380
2015-04-24,005380,178000,180000,176500,177500,177500,1211753
2015-04-27,005380,179500,181000,175000,176000,176000,748451
2015-04-28,005380,176500,177000,170500,172500,172500,740146
2015-04-29,005380,171500,172000,168500,171000,171000,601241
2015-04-30,005380,170500,171000,169000,169000,169000,427815
2015-05-04,005380,170000,173000,169000,172000,172000,380816
2015-05-06,005380,171500,175000,170500,171500,171500,503864
2015-05-07,005380,170500,174000,170000,173000,173000,402405
2015-05-08,005380,172500,175000,172000,173000,173000,468895
2015-05-11,005380,175000,175500,169500,169500,169500,436637
2015-05-12,005380,170000,170500,168000,169000,169000,458718
2015-05-13,005380,169000,170000,164500,166000,166000,757632
2015-05-14,005380,165000,166000,163000,164000,164000,549230
2015-05-15,005380,165500,166500,163000,163500,163500,658615
2015-05-18,005380,163000,163500,161000,162500,162500,487389
2015-05-19,005380,161000,163500,160000,162500,162500,500399
2015-05-20,005380,164000,165000,161500,162500,162500,486568
2015-05-21,005380,162500,163000,159500,159500,159500,560571
2015-05-22,005380,159500,162500,159500,162500,162500,483612
2015-05-26,005380,162500,163000,159500,160000,160000,771656
2015-05-27,005380,157500,158500,157000,157000,157000,812113
2015-05-28,005380,157500,158500,155000,156000,156000,720265
2015-05-29,005380,157500,159000,156000,158000,158000,790681
2015-06-01,005380,157500,158000,153000,154500,154500,661877
2015-06-02,005380,151500,151500,138000,138500,138500,3463055
2015-06-03,005380,138500,139000,132000,135500,135500,3117196
2015-06-04,005380,136500,140500,135500,139000,139000,1737559
2015-06-05,005380,138000,140500,137000,137500,137500,1081459
2015-06-08,005380,137500,139000,133000,134500,134500,1119635
2015-06-09,005380,136000,137500,135000,135500,135500,659565
2015-06-10,005380,137000,137500,132500,134500,134500,977599
2015-06-11,005380,137500,142000,136500,138000,138000,1652650
2015-06-12,005380,139500,141000,135000,136000,136000,645129
2015-06-15,005380,136500,137500,134500,136500,136500,465681
2015-06-16,005380,135500,138000,131500,137000,137000,1072315
2015-06-17,005380,138000,138000,135000,136000,136000,552346
2015-06-18,005380,137000,137500,131000,131500,131500,1115055
2015-06-19,005380,132000,133000,128000,130000,130000,973949
2015-06-22,005380,131000,133000,130000,132000,132000,784690
2015-06-23,005380,133500,134000,131000,131000,131000,715018
2015-06-24,005380,131500,133000,131000,133000,133000,682058
2015-06-25,005380,133000,134500,131500,132000,132000,545527
2015-06-26,005380,132000,136500,132000,135000,135000,819996
2015-06-29,005380,132500,134500,131500,134500,134500,630861
2015-06-30,005380,135000,137000,134500,136000,136000,635953
2015-07-01,005380,136000,136500,133500,136500,136500,666296
2015-07-02,005380,136500,136500,134000,135500,135500,1096166
2015-07-03,005380,135000,135500,134000,135000,135000,351816
2015-07-06,005380,131500,134000,131500,133000,133000,784386
2015-07-07,005380,132500,133000,130500,131500,131500,801649
2015-07-08,005380,131000,131500,128000,128000,128000,1004894
2015-07-09,005380,125500,129500,125500,127000,127000,911818
2015-07-10,005380,126500,127500,123500,124000,124000,1166534
2015-07-13,005380,124000,126000,124000,125500,125500,368577
2015-07-14,005380,126000,127000,124500,125500,125500,581446
2015-07-15,005380,126000,128500,125500,126500,126500,491854
2015-07-16,005380,126000,128000,126000,127000,127000,518944
2015-07-17,005380,126500,127000,123000,123500,123500,893463
2015-07-20,005380,123000,125500,123000,124000,124000,537690
2015-07-21,005380,125000,134000,124500,133000,133000,1327713
2015-07-22,005380,132500,134000,128000,131000,131000,887693
2015-07-23,005380,131000,139500,130500,138000,138000,1512712
2015-07-24,005380,138000,140500,135500,139000,139000,1013380
2015-07-27,005380,139000,145500,138000,145000,145000,1414445
2015-07-28,005380,143000,148000,141500,145000,145000,1170007
2015-07-29,005380,145000,146500,142500,146000,146000,735122
2015-07-30,005380,146500,151000,144500,150000,150000,1233619
2015-07-31,005380,149500,151000,146000,149000,149000,746904
2015-08-03,005380,148500,150000,143500,143500,143500,753561
2015-08-04,005380,141000,145500,140500,144000,144000,368056
2015-08-05,005380,144500,146500,142000,145500,145500,358304
2015-08-06,005380,144000,144500,138000,139500,139500,829920
2015-08-07,005380,139000,139000,134500,138000,138000,581892
2015-08-10,005380,138500,141500,136500,140000,140000,367835
2015-08-11,005380,141000,142000,138000,139000,139000,384972
2015-08-12,005380,139500,149500,139000,146000,146000,1656891
2015-08-13,005380,145000,147000,142500,144500,144500,957016
2015-08-17,005380,143500,146000,143500,143500,143500,449849
2015-08-18,005380,144500,148500,144000,146500,146500,628892
2015-08-19,005380,145500,149000,145500,148000,148000,810111
2015-08-20,005380,147000,149500,146000,149000,149000,697471
2015-08-21,005380,145000,147500,143500,146000,146000,818191
2015-08-24,005380,145000,146500,140000,142500,142500,810847
2015-08-25,005380,144500,152500,142500,147500,147500,1279827
2015-08-26,005380,148500,152500,147500,150000,150000,803308
2015-08-27,005380,152500,154000,145500,147000,147000,867600
2015-08-28,005380,147000,149000,143500,144000,144000,926743
2015-08-31,005380,144000,149000,141500,149000,149000,767410
2015-09-01,005380,147000,148500,145000,146500,146500,437156
2015-09-02,005380,146000,154000,146000,151500,151500,1131571
2015-09-03,005380,151500,153000,150000,152000,152000,529122
2015-09-04,005380,151500,152000,148500,150000,150000,439335
2015-09-07,005380,149000,153500,149000,152000,152000,640220
2015-09-08,005380,152000,157500,152000,156500,156500,852958
2015-09-09,005380,157000,157500,153500,155500,155500,609850
2015-09-10,005380,156000,158000,155000,156500,156500,742873
2015-09-11,005380,156000,159000,155000,156000,156000,649365
2015-09-14,005380,155500,156500,152500,154500,154500,473618
2015-09-15,005380,154500,158500,154500,156500,156500,935039
2015-09-16,005380,157500,164500,157000,163000,163000,1158524
2015-09-17,005380,163500,164000,159500,163500,163500,648686
2015-09-18,005380,164000,165500,159500,165500,165500,903177
2015-09-21,005380,164500,167500,158000,159000,159000,840567
2015-09-22,005380,163000,165500,160500,164000,164000,714326
2015-09-23,005380,163000,164500,157000,157000,157000,944046
2015-09-24,005380,159000,161000,157500,158000,158000,3620370
2015-09-25,005380,163500,164500,161000,162000,162000,855109
2015-09-30,005380,158000,164000,157500,164000,164000,978742
2015-10-01,005380,164000,168000,163000,168000,168000,806534
2015-10-02,005380,167500,169500,165500,167000,167000,492926
2015-10-05,005380,168000,168500,163500,164000,164000,469905
2015-10-06,005380,162500,163000,155000,158000,158000,1289144
2015-10-07,005380,155500,161000,155500,160500,160500,532368
2015-10-08,005380,161000,163500,159500,162000,162000,568436
2015-10-12,005380,162500,163000,158000,159500,159500,517468
2015-10-13,005380,160500,164500,160000,163500,163500,721085
2015-10-14,005380,164000,165000,163000,163000,163000,602476
2015-10-15,005380,162500,164500,161000,162500,162500,495824
2015-10-16,005380,162500,163000,158000,161000,161000,628494
2015-10-19,005380,162500,162500,159500,161000,161000,333746
2015-10-20,005380,161500,163500,161000,162500,162500,335128
2015-10-21,005380,163000,163500,162000,163000,163000,322293
2015-10-22,005380,162500,164500,158000,162000,162000,613312
2015-10-23,005380,164000,164500,157000,158000,158000,648582
2015-10-26,005380,159000,160500,157500,159000,159000,404409
2015-10-27,005380,159000,160000,157500,159000,159000,283965
2015-10-28,005380,158500,159000,154000,155500,155500,567032
2015-10-29,005380,155000,156000,153000,153500,153500,450019
2015-10-30,005380,152000,158000,150000,156000,156000,667498
2015-11-02,005380,157000,158500,155500,158500,158500,272605
2015-11-03,005380,162500,164500,161500,162500,162500,750511
2015-11-04,005380,164000,167000,162000,165500,165500,887811
2015-11-05,005380,166000,167000,163500,165500,165500,329731
2015-11-06,005380,166000,166500,163000,164500,164500,337445
2015-11-09,005380,163500,165500,163000,165000,165000,292062
2015-11-10,005380,162500,165000,162000,162500,162500,2287450
2015-11-11,005380,163000,164000,159500,163000,163000,411026
2015-11-12,005380,162500,163500,160000,160500,160500,259729
2015-11-13,005380,161000,161000,156500,156500,156500,435505
2015-11-16,005380,154500,161000,154000,158000,158000,609275
2015-11-17,005380,160000,160500,157000,157000,157000,360011
2015-11-18,005380,158000,160500,158000,158000,158000,293632
2015-11-19,005380,160000,160500,159000,159500,159500,223557
2015-11-20,005380,159000,160000,157500,158000,158000,202005
2015-11-23,005380,158000,158000,155000,157000,157000,299272
2015-11-24,005380,157500,158500,154500,155000,155000,425171
2015-11-25,005380,156500,156500,151500,151500,151500,526819
2015-11-26,005380,153000,154000,152000,152500,152500,407572
2015-11-27,005380,152500,153500,151000,151000,151000,318362
2015-11-30,005380,151000,153500,147500,147500,147500,1034066
2015-12-01,005380,148500,153500,148500,153000,153000,565080
2015-12-02,005380,154000,155000,151500,152000,152000,251931
2015-12-03,005380,152000,153000,150500,153000,153000,283183
2015-12-04,005380,151500,152500,150000,151500,151500,476049
2015-12-07,005380,153000,153500,150500,150500,150500,282975
2015-12-08,005380,150000,152000,150000,150000,150000,239877
2015-12-09,005380,151000,152500,147000,151500,151500,356645
2015-12-10,005380,151500,152500,150500,151500,151500,529564
2015-12-11,005380,151000,152000,147000,148500,148500,527411
2015-12-14,005380,148000,152000,146500,150500,150500,599987
2015-12-15,005380,151500,152500,151000,151500,151500,322878
2015-12-16,005380,154000,154500,152000,153000,153000,467738
2015-12-17,005380,155000,156000,153500,155500,155500,465008
2015-12-18,005380,154000,156000,153500,154000,154000,405253
2015-12-21,005380,153000,153500,150500,152000,152000,295287
2015-12-22,005380,151500,153500,150500,153000,153000,483948
2015-12-23,005380,153500,154500,150500,151500,151500,697842
2015-12-24,005380,152500,153000,151000,151500,151500,345074
2015-12-28,005380,151500,153500,151000,151000,151000,293396
2015-12-29,005380,150000,150500,148000,149000,149000,281772
2015-12-30,005380,150000,150500,148500,149000,149000,254514
2016-01-04,005380,147500,148000,143500,144000,144000,445332
2016-01-05,005380,143000,145000,142000,143500,143500,530496
2016-01-06,005380,144000,145000,139000,140000,140000,769406
